Student_ID,Age,Math_Score,Science_Score,English_Score,Hours_Studied,Pass_Fail
S02324,21,82,70,41,3.4,1
S02325,19,52,67,63,3.5,1
S02326,20,83,73,69,9.4,1
S02327,19,76,70,86,7.5,1
S02328,18,88,87,55,6.2,1
S02329,19,77,80,88,6.8,1
S02330,18,46,47,52,1.3,0
S02331,18,82,66,69,6.6,1
S02332,20,68,66,75,5.6,1
S02333,21,61,68,62,5.9,1
S02334,19,58,56,70,4.2,1
S02335,18,74,36,49,1.7,0
S02336,19,65,72,55,2.7,0
S02337,21,89,99,90,9.6,1
S02338,21,66,54,55,4.7,1
S02339,22,74,71,55,5.2,1
S02340,21,59,44,60,1.5,0
S02341,20,58,51,56,1.3,0
S02342,18,81,76,80,7.5,1
S02343,22,82,68,76,5.8,1
S02344,20,73,94,72,5.6,1
S02345,19,53,57,70,3.2,1
S02346,18,75,71,80,7.7,1
S02347,21,40,50,37,2.5,0
S02348,18,81,71,40,2.7,0
S02349,19,79,51,93,5.1,1
S02350,22,56,55,65,3.6,1
S02351,22,60,77,75,3.2,1
S02352,22,71,79,72,6.8,1
S02353,21,93,79,75,6.9,1
S02354,20,69,100,76,8.4,1
S02355,20,70,71,98,4.8,1
S02356,18,56,47,61,1.7,0
S02357,21,72,60,58,3.5,1
S02358,22,88,77,66,9.8,1
S02359,22,58,89,98,6.4,1
S02360,19,77,85,76,7.4,1
S02361,19,45,65,65,1.1,0
S02362,22,74,85,82,5.7,1
S02363,22,70,49,51,1.3,0
S02364,21,57,63,81,6.1,1
S02365,20,79,86,77,9.3,1
S02366,19,83,79,74,9.7,1
S02367,20,70,75,87,5.9,1
S02368,21,78,82,68,5.1,1
S02369,22,86,86,91,9.5,1
S02370,20,83,79,82,7.1,1
S02371,22,50,54,65,1.6,0
S02372,22,73,79,52,5.2,1
S02373,18,71,54,56,3.2,1
S02374,20,63,46,66,5.2,1
S02375,20,78,75,60,5.1,1
S02376,22,75,85,79,6.2,1
S02377,21,77,71,81,4.2,1
S02378,18,58,51,77,2.5,0
S02379,22,76,59,67,5.5,1
S02380,19,84,89,85,8.5,1
S02381,19,77,79,82,7.0,1
S02382,18,69,63,73,4.0,1
S02383,21,93,100,74,9.4,1
S02384,22,74,76,100,9.2,1
S02385,20,76,80,73,2.9,0
S02386,18,37,54,68,1.4,0
S02387,21,74,60,93,7.7,1
S02388,20,83,81,88,8.4,1
S02389,19,93,99,74,9.7,1
S02390,19,100,82,82,9.0,1
S02391,20,57,59,55,6.4,1
S02392,18,68,71,77,5.8,1
S02393,19,34,44,55,1.3,0
S02394,22,63,67,63,3.2,1
S02395,20,73,78,84,5.1,1
S02396,20,93,65,70,6.7,1
S02397,19,75,65,70,6.0,1
S02398,18,91,89,79,7.7,1
S02399,22,70,53,42,3.5,1
S02400,18,70,62,70,6.1,1
S02401,21,43,43,28,1.8,0
S02402,21,72,72,61,4.7,1
S02403,19,66,84,90,7.8,1
S02404,19,92,71,83,7.2,1
S02405,19,88,90,80,9.9,1
S02406,21,76,79,65,3.5,1
S02407,18,67,60,58,5.5,1
S02408,18,69,43,66,4.0,1
S02409,19,72,74,100,5.0,1
S02410,22,84,83,100,8.7,1
S02411,18,74,70,78,7.2,1
S02412,21,90,93,85,8.9,1
S02413,20,52,69,50,2.8,0
S02414,20,74,61,74,8.9,1
S02415,20,68,47,62,1.5,0
S02416,22,93,100,77,9.0,1
S02417,19,67,71,77,4.0,1
S02418,21,82,71,84,3.8,1
S02419,22,70,84,76,5.6,1
S02420,21,100,88,86,9.5,1
S02421,21,57,63,37,1.4,0
S02422,19,57,74,76,4.2,1
S02423,20,100,90,69,8.7,1
S02424,19,78,64,63,4.6,1
S02425,22,60,62,73,2.8,0
S02426,22,76,62,81,4.8,1
S02427,22,64,67,62,4.5,1
S02428,19,95,74,79,9.2,1
S02429,21,58,72,71,7.9,1
S02430,21,62,68,57,5.5,1
S02431,18,99,79,79,9.9,1
S02432,22,68,64,51,5.2,1
S02433,21,58,52,65,1.5,0
S02434,18,50,67,69,3.4,1
S02435,21,88,79,76,4.9,1
S02436,22,72,53,49,2.4,0
S02437,20,86,100,71,9.5,1
S02438,22,78,92,80,7.9,1
S02439,19,74,68,65,3.4,1
S02440,21,95,76,72,6.3,1
S02441,21,90,83,75,7.5,1
S02442,19,100,100,100,9.5,1
S02443,19,76,99,88,8.9,1
S02444,20,64,86,95,5.6,1
S02445,21,70,82,95,8.0,1
S02446,21,79,80,94,6.1,1
S02447,20,76,88,60,6.0,1
S02448,18,56,50,66,2.0,0
S02449,20,66,53,54,2.1,0
S02450,22,86,73,52,5.8,1
S02451,21,48,72,82,3.4,1
S02452,19,49,63,53,1.2,0
S02453,22,88,77,66,7.5,1
S02454,21,51,37,52,1.3,0
S02455,20,68,78,65,6.4,1
S02456,22,84,63,64,5.9,1
S02457,21,76,72,83,9.7,1
S02458,18,69,57,92,5.4,1
S02459,18,60,58,50,1.6,0
S02460,19,68,88,93,6.0,1
S02461,21,92,85,92,8.6,1
S02462,18,84,92,92,10.0,1
S02463,20,84,82,78,4.9,1
S02464,21,64,47,66,3.9,1
S02465,20,94,92,100,9.2,1
S02466,20,68,59,68,2.7,0
S02467,18,70,82,55,6.5,1
S02468,21,48,62,72,4.7,1
S02469,22,59,45,66,1.4,0
S02470,18,67,67,63,4.1,1
S02471,18,69,80,65,3.4,1
S02472,21,77,88,70,7.2,1
S02473,21,84,82,69,9.5,1
S02474,20,84,48,45,3.4,1
S02475,21,68,64,63,8.3,1
S02476,20,63,69,65,1.5,0
S02477,18,67,62,42,5.8,1
S02478,19,53,51,50,1.6,0
S02479,22,84,100,76,9.4,1
S02480,18,74,63,76,7.9,1
S02481,21,83,93,54,6.9,1
S02482,22,98,80,86,8.4,1
S02483,19,82,64,61,6.8,1
S02484,19,90,86,100,9.7,1
S02485,20,70,71,70,7.4,1
S02486,22,92,92,83,9.3,1
S02487,20,94,65,72,5.7,1
S02488,18,55,36,62,2.1,0
S02489,22,69,70,73,5.8,1
S02490,18,53,42,54,2.1,0
S02491,20,70,77,78,6.3,1
S02492,22,44,57,76,5.3,1
S02493,20,80,70,66,6.6,1
S02494,22,46,55,61,1.1,0
S02495,20,45,57,76,2.8,0
S02496,19,79,73,79,5.4,1
S02497,20,78,96,97,9.6,1
S02498,19,65,54,70,4.5,1
S02499,20,84,67,58,4.8,1
S02500,22,66,42,68,7.4,1
S02501,22,60,78,78,6.4,1
S02502,22,67,60,76,3.7,1
S02503,21,80,57,100,4.7,1
S02504,18,46,64,74,3.0,1
S02505,22,93,100,72,9.7,1
S02506,19,65,52,50,2.2,0
S02507,22,47,56,94,4.3,1
S02508,21,63,55,54,1.2,0
S02509,19,71,46,63,3.0,1
S02510,21,79,74,68,8.0,1
S02511,19,74,73,81,2.8,0
S02512,20,68,56,64,1.7,0
S02513,18,72,50,61,5.3,1
S02514,18,50,33,44,1.1,0
S02515,21,47,57,62,1.8,0
S02516,18,83,92,82,8.3,1
S02517,21,87,63,90,7.9,1
S02518,21,84,92,91,9.2,1
S02519,21,63,99,79,8.7,1
S02520,18,91,99,70,7.1,1
S02521,21,58,58,55,1.5,0
S02522,18,78,87,73,8.0,1
S02523,21,93,61,81,8.6,1
S02524,22,98,100,81,8.2,1
S02525,21,44,65,61,5.6,1
S02526,19,67,51,70,3.1,1
S02527,21,70,81,78,8.6,1
S02528,20,85,96,68,7.5,1
S02529,21,90,100,82,9.8,1
S02530,19,66,59,63,2.4,0
S02531,19,57,72,63,3.0,1
S02532,18,43,61,67,2.9,0
S02533,22,78,71,91,8.1,1
S02534,21,65,76,77,2.7,0
S02535,18,67,48,61,1.6,0
S02536,22,78,100,74,10.0,1
S02537,21,65,67,53,1.2,0
S02538,20,78,90,70,8.5,1
S02539,21,71,86,87,4.3,1
S02540,19,79,100,100,8.6,1
S02541,19,76,71,81,6.0,1
S02542,20,95,77,94,9.1,1
S02543,18,75,67,88,9.3,1
S02544,22,48,77,60,1.1,0
S02545,21,59,50,39,1.7,0
S02546,19,87,74,63,3.3,1
S02547,18,69,69,66,7.0,1
S02548,20,100,100,87,9.0,1
S02549,19,90,62,69,5.1,1
S02550,20,75,62,98,6.5,1
S02551,21,58,57,72,2.7,0
S02552,22,76,77,84,8.2,1
S02553,19,88,95,83,9.7,1
S02554,19,50,62,84,3.4,1
S02555,21,71,78,71,5.5,1
S02556,18,72,52,62,1.8,0
S02557,22,68,66,74,6.0,1
S02558,19,70,65,66,5.5,1
S02559,22,42,80,60,2.3,0
S02560,19,74,71,46,5.0,1
S02561,22,69,43,47,4.0,1
S02562,20,73,66,76,5.7,1
S02563,19,73,76,93,6.3,1
S02564,22,51,73,60,1.1,0
S02565,18,86,92,71,7.8,1
S02566,20,79,69,61,7.4,1
S02567,20,70,93,76,4.3,1
S02568,18,58,54,50,1.5,0
S02569,22,92,94,87,7.8,1
S02570,21,95,76,90,9.6,1
S02571,18,65,35,69,3.2,1
S02572,22,81,49,66,3.9,1
S02573,18,65,24,66,2.7,0
S02574,18,88,97,72,6.2,1
S02575,19,66,60,53,2.4,0
S02576,22,48,55,55,4.2,1
S02577,21,92,84,49,7.3,1
S02578,19,75,75,71,6.0,1
S02579,18,67,74,86,4.5,1
S02580,18,72,81,78,4.8,1
S02581,18,71,70,76,6.1,1
S02582,22,57,43,47,1.1,0
S02583,22,51,64,70,1.7,0
S02584,19,98,94,82,8.9,1
S02585,21,56,56,77,1.7,0
S02586,19,76,100,66,7.4,1
S02587,20,78,82,76,9.3,1
S02588,18,66,52,54,3.4,1
S02589,18,69,71,49,4.3,1
S02590,18,78,66,62,6.1,1
S02591,19,75,91,84,8.9,1
S02592,19,72,79,77,9.5,1
S02593,18,87,76,33,7.7,1
S02594,19,72,76,71,1.8,0
S02595,22,68,73,56,7.0,1
S02596,22,85,59,76,4.7,1
S02597,19,74,83,71,5.2,1
S02598,18,56,42,82,1.4,0
S02599,19,57,52,73,2.7,0
S02600,19,69,88,74,8.1,1
S02601,19,80,80,61,5.1,1
S02602,20,57,77,83,3.7,1
S02603,22,60,59,50,4.5,1
S02604,21,95,91,85,8.7,1
S02605,21,62,75,77,7.7,1
S02606,20,49,56,60,3.5,1
S02607,19,58,70,64,2.1,0
S02608,20,66,56,66,3.3,1
S02609,20,92,90,90,9.3,1
S02610,18,72,76,75,6.2,1
S02611,22,99,61,77,5.8,1
S02612,21,73,86,76,6.4,1
S02613,19,65,72,59,4.3,1
S02614,21,75,61,81,8.3,1
S02615,21,74,75,63,5.7,1
S02616,22,65,48,50,2.1,0
S02617,21,71,69,56,2.2,0
S02618,21,58,56,71,5.8,1
S02619,20,85,84,85,9.4,1
S02620,22,70,68,76,3.8,1
S02621,18,91,86,77,8.8,1
S02622,19,82,90,82,7.9,1
S02623,21,68,45,65,3.2,1
S02624,19,47,72,49,1.3,0
S02625,18,73,62,60,1.9,0
S02626,19,90,95,91,7.6,1
S02627,18,48,69,64,2.8,0
S02628,20,56,66,70,4.3,1
S02629,21,62,57,63,5.5,1
S02630,18,87,73,100,7.5,1
S02631,19,45,74,51,2.0,0
S02632,21,65,83,48,4.7,1
S02633,20,76,64,81,5.4,1
S02634,21,73,42,71,5.9,1
S02635,18,86,81,78,8.4,1
S02636,20,49,55,54,2.5,0
S02637,19,89,80,100,8.3,1
S02638,20,73,84,81,7.2,1
S02639,20,71,83,80,6.0,1
S02640,22,82,90,80,7.3,1
S02641,20,70,73,72,4.7,1
S02642,20,59,37,76,2.2,0
S02643,21,70,74,73,7.0,1
S02644,19,70,97,54,5.7,1
S02645,21,77,81,86,6.8,1
S02646,21,52,69,72,4.0,1
S02647,18,82,91,85,9.2,1
S02648,21,79,79,80,6.3,1
S02649,22,44,29,54,1.8,0
S02650,22,82,66,70,5.0,1
S02651,18,94,80,78,7.8,1
S02652,19,70,96,73,8.1,1
S02653,19,86,72,86,5.5,1
S02654,21,85,68,67,9.1,1
S02655,21,68,67,92,3.4,1
S02656,21,64,59,79,4.7,1
S02657,19,96,73,63,9.1,1
S02658,20,90,77,81,9.1,1
S02659,22,71,84,75,7.2,1
S02660,20,73,98,87,8.7,1
S02661,20,43,61,46,1.8,0
S02662,19,87,92,83,8.8,1
S02663,20,71,70,64,3.9,1
S02664,18,67,60,52,2.6,0
S02665,21,62,69,53,3.2,1
S02666,18,58,42,80,4.8,1
S02667,22,56,63,43,3.3,1
S02668,21,77,53,71,3.9,1
S02669,20,54,70,69,2.2,0
S02670,22,66,62,62,3.7,1
S02671,21,64,74,74,6.2,1
S02672,20,73,52,83,5.0,1
S02673,18,62,76,58,4.1,1
S02674,21,91,87,72,7.7,1
S02675,20,94,92,78,9.0,1
S02676,18,76,72,93,7.8,1
S02677,22,65,56,82,4.0,1
S02678,22,75,83,62,7.7,1
S02679,22,45,50,72,2.4,0
S02680,22,50,62,70,2.2,0
S02681,19,68,41,85,4.1,1
S02682,21,86,77,86,8.3,1
S02683,21,64,81,63,3.2,1
S02684,19,53,60,71,1.6,0
S02685,20,68,59,68,2.2,0
S02686,20,85,100,100,8.7,1
S02687,22,84,50,87,6.7,1
S02688,18,45,53,65,3.3,1
S02689,20,35,69,59,6.0,1
S02690,18,76,81,65,5.7,1
S02691,21,63,87,59,6.9,1
S02692,18,60,51,60,3.1,1
S02693,21,82,96,94,8.8,1
S02694,19,81,60,65,3.8,1
S02695,19,83,92,89,7.2,1
S02696,22,56,41,60,1.1,0
S02697,20,76,65,63,4.4,1
S02698,22,70,60,68,4.2,1
S02699,21,69,84,78,5.9,1
S02700,22,68,49,60,1.7,0
S02701,18,71,82,82,8.1,1
S02702,21,65,66,53,3.0,1
S02703,19,63,84,72,7.1,1
S02704,20,85,92,100,8.2,1
S02705,21,76,76,88,6.1,1
S02706,21,98,76,61,7.7,1
S02707,18,62,74,48,7.0,1
S02708,20,61,66,68,4.2,1
S02709,19,91,86,92,8.3,1
S02710,21,68,62,59,3.7,1
S02711,21,76,74,86,6.1,1
S02712,18,71,64,80,7.7,1
S02713,22,62,74,65,4.4,1
S02714,19,77,66,74,3.7,1
S02715,20,70,80,63,5.1,1
S02716,21,87,83,78,8.4,1
S02717,21,86,68,93,9.4,1
S02718,19,62,69,72,5.9,1
S02719,22,87,75,99,7.0,1
S02720,21,91,94,92,9.1,1
S02721,19,81,33,66,1.9,0
S02722,18,52,61,62,3.1,1
S02723,22,88,85,88,7.4,1
S02724,20,70,76,78,8.4,1
S02725,21,86,85,86,8.7,1
S02726,19,79,61,57,4.7,1
S02727,18,36,48,71,1.8,0
S02728,20,68,64,73,4.9,1
S02729,19,57,53,87,3.1,1
S02730,19,57,71,93,3.6,1
S02731,20,86,74,89,8.0,1
S02732,18,68,45,59,1.7,0
S02733,18,82,100,70,8.4,1
S02734,22,71,79,80,4.8,1
S02735,21,77,54,77,6.4,1
S02736,20,57,47,65,1.8,0
S02737,20,55,67,87,4.0,1
S02738,20,68,59,48,1.8,0
S02739,18,92,72,75,9.7,1
S02740,21,87,96,78,8.3,1
S02741,22,62,78,80,5.1,1
S02742,19,57,66,69,3.0,1
S02743,19,86,100,74,9.4,1
S02744,20,51,70,75,4.1,1
S02745,21,43,63,46,2.4,0
S02746,18,68,91,63,6.1,1
S02747,21,93,100,84,9.5,1
S02748,21,47,43,49,1.0,0
S02749,18,52,68,74,3.1,1
S02750,20,79,80,88,9.4,1
S02751,21,55,64,82,2.5,0
S02752,19,54,62,56,2.0,0
S02753,18,96,58,72,6.1,1
S02754,22,96,84,97,8.8,1
S02755,20,81,73,69,5.3,1
S02756,18,100,85,100,10.0,1
S02757,22,68,81,83,7.1,1
S02758,22,45,64,30,1.7,0
S02759,21,79,89,100,9.9,1
S02760,21,82,70,79,4.7,1
S02761,21,59,78,76,3.6,1
S02762,18,61,78,50,6.0,1
S02763,18,60,66,57,3.7,1
S02764,20,55,45,51,1.8,0
S02765,21,57,60,45,1.0,0
S02766,22,73,73,90,5.0,1
S02767,19,76,98,82,8.5,1
S02768,20,82,75,73,6.2,1
S02769,18,84,70,94,10.0,1
S02770,20,63,44,71,3.6,1
S02771,20,71,71,24,3.5,1
S02772,20,53,52,53,2.4,0
S02773,20,54,63,44,2.5,0
S02774,19,70,64,69,3.6,1
S02775,21,74,80,77,8.1,1
S02776,22,83,86,84,9.2,1
S02777,20,95,80,61,9.8,1
S02778,20,83,61,59,3.1,1
S02779,20,92,79,97,8.9,1
S02780,21,71,61,83,4.0,1
S02781,18,63,53,68,2.0,0
S02782,18,74,82,67,8.8,1
S02783,19,78,86,91,6.7,1
S02784,18,60,57,69,2.5,0
S02785,20,73,80,68,4.9,1
S02786,20,66,80,40,3.6,1
S02787,20,84,89,90,7.6,1
S02788,19,67,75,63,5.1,1
S02789,20,90,93,91,9.9,1
S02790,18,44,64,58,1.5,0
S02791,21,64,67,85,4.2,1
S02792,21,85,81,69,5.3,1
S02793,22,75,78,71,5.5,1
S02794,18,65,60,84,3.8,1
S02795,20,99,90,71,7.6,1
S02796,21,72,86,93,8.9,1
S02797,18,77,86,83,9.4,1
S02798,21,100,77,69,8.2,1
S02799,20,85,86,82,8.7,1
S02800,21,72,84,81,6.0,1
S02801,22,72,93,98,8.4,1
S02802,22,69,67,83,3.7,1
S02803,21,74,74,65,4.6,1
S02804,18,55,78,54,3.9,1
S02805,18,69,68,66,5.2,1
S02806,18,61,51,50,3.6,1
S02807,21,91,100,83,9.7,1
S02808,18,54,58,61,3.8,1
S02809,20,70,48,67,1.9,0
S02810,22,82,52,45,5.7,1
S02811,20,52,61,48,1.5,0
S02812,18,56,39,50,2.0,0
S02813,20,61,52,77,3.0,1
S02814,18,63,76,57,5.2,1
S02815,21,65,77,72,4.9,1
S02816,20,80,75,79,8.2,1
S02817,21,97,79,91,7.7,1
S02818,21,79,59,76,4.8,1
S02819,19,75,59,67,4.0,1
S02820,18,69,67,59,3.8,1
S02821,22,71,76,58,8.0,1
S02822,18,56,52,60,1.5,0
S02823,22,64,37,62,1.1,0
S02824,18,70,95,62,8.2,1
S02825,21,78,76,56,5.3,1
S02826,20,82,66,63,2.2,0
S02827,20,73,75,67,3.1,1
S02828,19,100,78,73,9.4,1
S02829,22,87,81,76,8.7,1
S02830,22,89,58,56,7.4,1
S02831,22,64,100,87,5.3,1
S02832,21,81,70,56,5.7,1
S02833,22,96,100,93,9.8,1
S02834,20,92,75,86,9.7,1
S02835,21,75,71,78,2.9,0
S02836,18,78,100,72,8.3,1
S02837,22,59,59,63,2.8,0
S02838,22,63,49,42,2.9,0
S02839,18,68,76,54,7.1,1
S02840,22,71,43,75,4.6,1
S02841,18,70,87,63,9.4,1
S02842,21,68,65,56,1.8,0
S02843,20,73,71,84,5.6,1
S02844,18,82,84,94,9.3,1
S02845,19,78,92,76,9.1,1
S02846,18,57,65,41,2.4,0
S02847,22,74,48,73,4.3,1
S02848,21,82,77,91,6.6,1
S02849,21,53,85,52,2.4,0
S02850,18,80,74,76,9.7,1
S02851,20,93,86,78,9.2,1
S02852,19,53,80,68,2.5,0
S02853,21,59,69,74,2.1,0
S02854,22,58,50,43,1.8,0
S02855,22,90,89,66,9.2,1
S02856,20,69,59,90,2.7,0
S02857,21,56,60,66,4.7,1
S02858,18,51,68,73,5.0,1
S02859,22,70,72,66,6.4,1
S02860,20,74,56,63,1.6,0
S02861,21,82,52,74,3.0,1
S02862,21,100,73,88,9.4,1
S02863,21,85,86,100,9.2,1
S02864,21,64,100,76,8.0,1
S02865,21,31,54,53,1.2,0
S02866,22,59,61,68,3.9,1
S02867,20,75,84,81,6.7,1
S02868,21,77,61,67,3.5,1
S02869,19,95,100,69,9.2,1
S02870,19,79,76,79,6.7,1
S02871,20,48,62,53,1.6,0
S02872,18,77,78,77,9.2,1
S02873,18,91,94,86,9.6,1
S02874,18,64,58,46,1.7,0
S02875,19,77,72,59,5.8,1
S02876,18,54,58,34,3.7,0
S02877,22,75,60,89,4.5,1
S02878,21,65,62,68,2.6,0
S02879,19,64,81,72,6.2,1
S02880,20,81,87,78,9.6,1
S02881,20,79,74,37,5.5,1
S02882,21,54,55,49,1.7,0
S02883,19,92,77,84,6.6,1
S02884,18,71,63,78,4.1,1
S02885,18,80,85,90,8.7,1
S02886,22,69,98,71,4.9,1
S02887,22,61,63,77,2.7,0
S02888,18,54,66,58,2.7,0
S02889,20,72,86,93,7.9,1
S02890,20,71,59,59,3.4,1
S02891,22,90,95,69,7.9,1
S02892,21,68,57,50,2.9,0
S02893,18,81,76,53,3.9,1
S02894,22,65,66,78,5.2,1
S02895,22,100,77,76,9.5,1
S02896,18,79,91,73,9.4,1
S02897,18,51,48,71,2.9,0
S02898,20,49,72,71,4.2,1
S02899,21,55,45,72,2.3,0
S02900,21,67,68,78,5.6,1
S02901,18,76,54,61,5.1,1
S02902,19,89,100,85,9.1,1
S02903,22,76,69,86,9.4,1
S02904,22,64,67,57,4.5,1
S02905,18,68,83,58,5.4,1
S02906,19,69,98,76,9.1,1
S02907,20,73,92,100,8.3,1
S02908,18,46,49,51,1.0,0
S02909,18,80,79,80,3.9,1
S02910,22,71,78,63,4.8,1
S02911,18,69,63,74,3.1,1
S02912,18,46,62,73,2.8,0
S02913,18,67,50,68,1.3,0
S02914,22,90,67,80,6.8,1
S02915,20,44,76,80,3.4,1
S02916,20,49,69,62,1.5,0
S02917,18,67,51,83,3.1,1
S02918,22,89,81,61,8.2,1
S02919,20,78,83,87,8.7,1
S02920,20,68,70,74,5.3,1
S02921,20,63,68,57,4.7,1
S02922,22,90,100,93,9.8,1
S02923,22,73,52,44,2.8,0
S02924,18,54,51,54,2.9,0
S02925,21,74,77,41,3.6,1
S02926,20,53,54,80,2.6,0
S02927,21,59,53,65,4.4,1
S02928,22,95,81,100,9.2,1
S02929,22,85,72,84,6.5,1
S02930,22,77,85,74,4.7,1
S02931,21,74,98,78,9.4,1
S02932,22,51,67,44,1.4,0
S02933,18,70,69,68,2.9,0
S02934,22,75,84,72,6.1,1
S02935,19,65,68,59,6.5,1
S02936,21,60,52,39,1.4,0
S02937,19,61,56,57,4.6,1
S02938,22,95,74,98,6.8,1
S02939,18,95,86,100,7.3,1
S02940,20,83,78,78,6.7,1
S02941,22,79,79,67,3.9,1
S02942,18,58,43,54,1.8,0
S02943,21,77,74,58,4.8,1
S02944,19,74,44,76,2.2,0
S02945,19,90,89,100,9.5,1
S02946,19,69,78,60,5.3,1
S02947,21,49,62,65,3.9,1
S02948,18,81,87,74,7.9,1
S02949,21,80,61,66,5.5,1
S02950,19,75,46,80,3.8,1
S02951,22,88,89,65,8.3,1
S02952,20,80,100,88,8.8,1
S02953,21,59,67,86,7.1,1
S02954,21,51,67,55,1.4,0
S02955,18,71,74,84,6.1,1
S02956,18,78,66,81,7.9,1
S02957,21,65,45,74,2.2,0
S02958,19,82,61,45,3.1,1
S02959,20,87,81,79,8.9,1
S02960,18,53,39,55,1.2,0
S02961,19,79,62,47,7.8,1
S02962,22,72,61,58,5.3,1
S02963,18,62,71,60,5.0,1
S02964,19,56,53,67,1.1,0
S02965,19,88,78,73,8.4,1
S02966,20,69,68,57,4.2,1
S02967,20,78,84,82,5.9,1
S02968,22,83,82,57,7.1,1
S02969,19,61,77,53,7.3,1
S02970,19,95,99,81,9.6,1
S02971,20,66,62,55,5.8,1
S02972,18,57,65,51,4.6,1
S02973,18,77,86,92,9.6,1
S02974,21,82,63,86,6.8,1
S02975,20,63,59,74,3.7,1
S02976,21,42,34,73,2.1,0
S02977,20,89,100,97,8.6,1
S02978,22,53,56,42,4.3,1
S02979,19,79,94,82,6.9,1
S02980,22,73,70,64,5.2,1
S02981,20,70,66,53,2.8,0
S02982,19,93,70,81,6.4,1
S02983,18,42,57,36,1.5,0
S02984,18,68,75,47,4.7,1
S02985,21,71,80,80,5.9,1
S02986,20,74,77,75,4.9,1
S02987,20,83,76,81,7.7,1
S02988,18,80,78,71,8.5,1
S02989,22,77,64,89,7.9,1
S02990,19,44,59,65,1.3,0
S02991,22,71,71,62,2.7,0
S02992,22,78,90,58,5.8,1
S02993,18,97,91,80,9.4,1
S02994,18,81,75,92,8.5,1
S02995,18,78,65,98,8.6,1
S02996,21,54,75,61,3.7,1
S02997,22,73,49,66,4.9,1
S02998,20,60,66,68,5.2,1
S02999,19,78,56,64,2.4,0
S03000,21,42,53,50,1.3,0
S03001,20,91,88,51,9.5,1
S03002,22,78,63,78,3.2,1
S03003,18,69,35,85,3.2,1
S03004,22,59,56,51,1.8,0
S03005,19,78,63,72,9.4,1
S03006,21,61,82,72,6.2,1
S03007,21,86,71,74,7.0,1
S03008,19,100,63,96,9.2,1
S03009,20,62,56,67,4.1,1
S03010,20,65,69,66,6.6,1
S03011,21,31,67,41,1.3,0
S03012,21,51,62,72,2.7,0
S03013,18,83,87,89,8.5,1
S03014,20,98,94,92,7.9,1
S03015,19,74,65,55,4.2,1
S03016,20,71,75,89,4.4,1
S03017,18,69,80,51,5.8,1
S03018,21,48,38,64,1.0,0
S03019,21,77,78,40,3.2,1
S03020,18,64,45,53,2.9,0
S03021,19,42,72,82,3.3,1
S03022,21,76,66,91,8.3,1
S03023,22,55,69,58,3.5,1
S03024,21,55,80,55,2.7,0
S03025,22,78,69,72,5.5,1
S03026,18,84,82,89,8.8,1
S03027,18,62,68,78,3.2,1
S03028,21,70,52,52,1.7,0
S03029,20,60,86,47,4.2,1
S03030,22,99,82,81,7.7,1
S03031,19,67,70,68,6.0,1
S03032,21,84,77,66,8.4,1
S03033,19,86,78,89,9.6,1
S03034,21,84,75,78,8.1,1
S03035,20,80,71,78,6.4,1
S03036,20,76,65,60,5.4,1
S03037,20,48,47,63,1.4,0
S03038,20,78,100,71,9.9,1
S03039,18,93,56,58,4.5,1
S03040,18,55,60,57,2.4,0
S03041,22,85,84,97,7.0,1
S03042,19,48,70,74,3.6,1
S03043,21,72,74,87,6.3,1
S03044,21,74,72,91,6.3,1
S03045,18,75,74,100,5.0,1
S03046,21,57,87,82,8.5,1
S03047,18,65,59,81,3.4,1
S03048,22,59,52,82,5.0,1
S03049,19,76,67,84,5.8,1
S03050,22,68,65,98,7.0,1
S03051,20,74,75,75,8.1,1
S03052,20,66,68,62,4.6,1
S03053,20,67,81,80,6.8,1
S03054,22,55,78,58,2.4,0
S03055,21,76,82,89,9.4,1
S03056,19,49,75,86,4.4,1
S03057,20,91,83,73,7.6,1
S03058,20,42,67,53,1.2,0
S03059,20,59,66,64,2.8,0
S03060,19,79,60,68,5.4,1
S03061,20,79,66,60,8.9,1
S03062,19,65,75,65,5.7,1
S03063,20,90,82,93,9.4,1
S03064,22,83,60,88,5.4,1
S03065,22,60,57,57,5.4,1
S03066,19,57,59,45,2.1,0
S03067,22,65,99,81,8.2,1
S03068,19,59,57,38,3.2,1
S03069,22,87,93,79,9.1,1
S03070,22,78,86,63,9.2,1
S03071,19,83,74,100,9.5,1
S03072,21,59,80,63,5.7,1
S03073,22,79,66,97,7.1,1
S03074,20,93,82,93,8.0,1
S03075,21,48,53,52,2.2,0
S03076,19,69,85,62,6.4,1
S03077,21,60,42,54,1.3,0
S03078,18,84,75,70,5.5,1
S03079,18,45,49,65,2.4,0
S03080,22,59,53,52,2.6,0
S03081,22,70,26,76,4.3,1
S03082,20,69,92,72,4.9,1
S03083,21,52,82,71,6.6,1
S03084,18,62,47,49,1.7,0
S03085,22,87,59,69,5.5,1
S03086,21,62,53,51,2.6,0
S03087,22,64,82,74,6.2,1
S03088,22,72,55,76,6.7,1
S03089,18,92,72,76,6.0,1
S03090,18,89,99,100,7.6,1
S03091,22,72,52,64,4.0,1
S03092,19,85,82,92,7.9,1
S03093,22,63,93,72,4.9,1
S03094,22,70,78,68,5.4,1
S03095,20,76,78,74,6.8,1
S03096,20,60,59,55,1.2,0
S03097,20,93,73,80,6.9,1
S03098,19,88,90,64,6.6,1
